Date,Time,Category,Name,Notes,Expense,Income,Flag,Year,YearMonth,YearWeek,Weekday,Hour,CalendarMonth,CalendarWeek,CalendarWeekday,Transaction
2018-01-17,00:00:00.0,Holiday,,,,,Expense,2018,January 2018,Week 3 2018,Wednesday,0,January,Week 3,Wednesday3,0.0
2018-01-17,00:00:00.0,Technology,,,,,Expense,2018,January 2018,Week 3 2018,Wednesday,0,January,Week 3,Wednesday3,0.0
2018-01-17,00:00:00.0,Salary,,,,,Income,2018,January 2018,Week 3 2018,Wednesday,0,January,Week 3,Wednesday3,0.0
2018-01-17,00:00:00.0,Dividends,,,,,Income,2018,January 2018,Week 3 2018,Wednesday,0,January,Week 3,Wednesday3,0.0
2018-01-17,00:00:00.0,Gifts,,,,,Income,2018,January 2018,Week 3 2018,Wednesday,0,January,Week 3,Wednesday3,0.0
2018-01-17,00:00:00.0,Other,,,,,Income,2018,January 2018,Week 3 2018,Wednesday,0,January,Week 3,Wednesday3,0.0
2018-01-18,00:00:00.0,Coffee,,,,,Expense,2018,January 2018,Week 3 2018,Thursday,0,January,Week 3,Thursday3,0.0
2018-01-18,00:00:00.0,Food,,,,,Expense,2018,January 2018,Week 3 2018,Thursday,0,January,Week 3,Thursday3,0.0
2018-01-18,00:00:00.0,Public Transport,,,,,Expense,2018,January 2018,Week 3 2018,Thursday,0,January,Week 3,Thursday3,0.0
2018-01-18,00:00:00.0,Rent,,,,,Expense,2018,January 2018,Week 3 2018,Thursday,0,January,Week 3,Thursday3,0.0
2018-01-18,00:00:00.0,Utilities,,,,,Expense,2018,January 2018,Week 3 2018,Thursday,0,January,Week 3,Thursday3,0.0
2018-01-18,00:00:00.0,Clothing,,,,,Expense,2018,January 2018,Week 3 2018,Thursday,0,January,Week 3,Thursday3,0.0
2018-01-18,00:00:00.0,Holiday,,,,,Expense,2018,January 2018,Week 3 2018,Thursday,0,January,Week 3,Thursday3,0.0
2018-01-18,00:00:00.0,Technology,,,,,Expense,2018,January 2018,Week 3 2018,Thursday,0,January,Week 3,Thursday3,0.0
2018-01-18,00:00:00.0,Salary,,,,,Income,2018,January 2018,Week 3 2018,Thursday,0,January,Week 3,Thursday3,0.0
2018-01-18,00:00:00.0,Dividends,,,,,Income,2018,January 2018,Week 3 2018,Thursday,0,January,Week 3,Thursday3,0.0
2018-01-18,00:00:00.0,Gifts,,,,,Income,2018,January 2018,Week 3 2018,Thursday,0,January,Week 3,Thursday3,0.0
2018-01-18,00:00:00.0,Other,,,,,Income,2018,January 2018,Week 3 2018,Thursday,0,January,Week 3,Thursday3,0.0
2018-01-19,00:00:00.0,Coffee,,,,,Expense,2018,January 2018,Week 3 2018,Friday,0,January,Week 3,Friday3,0.0
2018-01-19,00:00:00.0,Food,,,,,Expense,2018,January 2018,Week 3 2018,Friday,0,January,Week 3,Friday3,0.0
2018-01-19,00:00:00.0,Public Transport,,,,,Expense,2018,January 2018,Week 3 2018,Friday,0,January,Week 3,Friday3,0.0
2018-01-19,00:00:00.0,Rent,,,,,Expense,2018,January 2018,Week 3 2018,Friday,0,January,Week 3,Friday3,0.0
2018-01-19,00:00:00.0,Utilities,,,,,Expense,2018,January 2018,Week 3 2018,Friday,0,January,Week 3,Friday3,0.0
2018-01-19,00:00:00.0,Clothing,,,,,Expense,2018,January 2018,Week 3 2018,Friday,0,January,Week 3,Friday3,0.0
2018-01-19,00:00:00.0,Holiday,,,,,Expense,2018,January 2018,Week 3 2018,Friday,0,January,Week 3,Friday3,0.0
2018-01-19,00:00:00.0,Technology,,,,,Expense,2018,January 2018,Week 3 2018,Friday,0,January,Week 3,Friday3,0.0
2018-01-19,00:00:00.0,Salary,,,,,Income,2018,January 2018,Week 3 2018,Friday,0,January,Week 3,Friday3,0.0
2018-01-19,00:00:00.0,Dividends,,,,,Income,2018,January 2018,Week 3 2018,Friday,0,January,Week 3,Friday3,0.0
2018-01-19,00:00:00.0,Gifts,,,,,Income,2018,January 2018,Week 3 2018,Friday,0,January,Week 3,Friday3,0.0
2018-01-19,00:00:00.0,Other,,,,,Income,2018,January 2018,Week 3 2018,Friday,0,January,Week 3,Friday3,0.0
2018-01-20,00:00:00.0,Coffee,,,,,Expense,2018,January 2018,Week 3 2018,Saturday,0,January,Week 3,Saturday3,0.0
2018-01-20,00:00:00.0,Food,,,,,Expense,2018,January 2018,Week 3 2018,Saturday,0,January,Week 3,Saturday3,0.0
2018-01-20,00:00:00.0,Public Transport,,,,,Expense,2018,January 2018,Week 3 2018,Saturday,0,January,Week 3,Saturday3,0.0
2018-01-20,00:00:00.0,Rent,,,,,Expense,2018,January 2018,Week 3 2018,Saturday,0,January,Week 3,Saturday3,0.0
2018-01-20,00:00:00.0,Utilities,,,,,Expense,2018,January 2018,Week 3 2018,Saturday,0,January,Week 3,Saturday3,0.0
2018-01-20,00:00:00.0,Clothing,,,,,Expense,2018,January 2018,Week 3 2018,Saturday,0,January,Week 3,Saturday3,0.0
2018-01-20,00:00:00.0,Holiday,,,,,Expense,2018,January 2018,Week 3 2018,Saturday,0,January,Week 3,Saturday3,0.0
2018-01-20,00:00:00.0,Technology,,,,,Expense,2018,January 2018,Week 3 2018,Saturday,0,January,Week 3,Saturday3,0.0
2018-01-20,00:00:00.0,Salary,,,,,Income,2018,January 2018,Week 3 2018,Saturday,0,January,Week 3,Saturday3,0.0
2018-01-20,00:00:00.0,Dividends,,,,,Income,2018,January 2018,Week 3 2018,Saturday,0,January,Week 3,Saturday3,0.0
2018-01-20,00:00:00.0,Gifts,,,,,Income,2018,January 2018,Week 3 2018,Saturday,0,January,Week 3,Saturday3,0.0
2018-01-20,00:00:00.0,Other,,,,,Income,2018,January 2018,Week 3 2018,Saturday,0,January,Week 3,Saturday3,0.0
2018-01-21,00:00:00.0,Coffee,,,,,Expense,2018,January 2018,Week 3 2018,Sunday,0,January,Week 3,Sunday3,0.0
2018-01-21,00:00:00.0,Food,,,,,Expense,2018,January 2018,Week 3 2018,Sunday,0,January,Week 3,Sunday3,0.0
2018-01-21,00:00:00.0,Public Transport,,,,,Expense,2018,January 2018,Week 3 2018,Sunday,0,January,Week 3,Sunday3,0.0
2018-01-21,00:00:00.0,Rent,,,,,Expense,2018,January 2018,Week 3 2018,Sunday,0,January,Week 3,Sunday3,0.0
2018-01-21,00:00:00.0,Utilities,,,,,Expense,2018,January 2018,Week 3 2018,Sunday,0,January,Week 3,Sunday3,0.0
2018-01-21,00:00:00.0,Clothing,,,,,Expense,2018,January 2018,Week 3 2018,Sunday,0,January,Week 3,Sunday3,0.0
2018-01-21,00:00:00.0,Holiday,,,,,Expense,2018,January 2018,Week 3 2018,Sunday,0,January,Week 3,Sunday3,0.0
2018-01-21,00:00:00.0,Technology,,,,,Expense,2018,January 2018,Week 3 2018,Sunday,0,January,Week 3,Sunday3,0.0
2018-01-21,00:00:00.0,Salary,,,,,Income,2018,January 2018,Week 3 2018,Sunday,0,January,Week 3,Sunday3,0.0
2018-01-21,00:00:00.0,Dividends,,,,,Income,2018,January 2018,Week 3 2018,Sunday,0,January,Week 3,Sunday3,0.0
2018-01-21,00:00:00.0,Gifts,,,,,Income,2018,January 2018,Week 3 2018,Sunday,0,January,Week 3,Sunday3,0.0
2018-01-21,00:00:00.0,Other,,,,,Income,2018,January 2018,Week 3 2018,Sunday,0,January,Week 3,Sunday3,0.0
2018-01-22,00:00:00.0,Coffee,,,,,Expense,2018,January 2018,Week 4 2018,Monday,0,January,Week 4,Monday4,0.0
2018-01-22,00:00:00.0,Food,,,,,Expense,2018,January 2018,Week 4 2018,Monday,0,January,Week 4,Monday4,0.0
2018-01-22,00:00:00.0,Public Transport,,,,,Expense,2018,January 2018,Week 4 2018,Monday,0,January,Week 4,Monday4,0.0
2018-01-22,00:00:00.0,Rent,,,,,Expense,2018,January 2018,Week 4 2018,Monday,0,January,Week 4,Monday4,0.0
2018-01-22,00:00:00.0,Utilities,,,,,Expense,2018,January 2018,Week 4 2018,Monday,0,January,Week 4,Monday4,0.0
2018-01-22,00:00:00.0,Clothing,,,,,Expense,2018,January 2018,Week 4 2018,Monday,0,January,Week 4,Monday4,0.0
2018-01-22,00:00:00.0,Holiday,,,,,Expense,2018,January 2018,Week 4 2018,Monday,0,January,Week 4,Monday4,0.0
2018-01-22,00:00:00.0,Technology,,,,,Expense,2018,January 2018,Week 4 2018,Monday,0,January,Week 4,Monday4,0.0
2018-01-22,00:00:00.0,Salary,,,,,Income,2018,January 2018,Week 4 2018,Monday,0,January,Week 4,Monday4,0.0
2018-01-22,00:00:00.0,Dividends,,,,,Income,2018,January 2018,Week 4 2018,Monday,0,January,Week 4,Monday4,0.0
2018-01-22,00:00:00.0,Gifts,,,,,Income,2018,January 2018,Week 4 2018,Monday,0,January,Week 4,Monday4,0.0
2018-01-22,00:00:00.0,Other,,,,,Income,2018,January 2018,Week 4 2018,Monday,0,January,Week 4,Monday4,0.0
2018-01-23,00:00:00.0,Coffee,,,,,Expense,2018,January 2018,Week 4 2018,Tuesday,0,January,Week 4,Tuesday4,0.0
2018-01-23,00:00:00.0,Food,,,,,Expense,2018,January 2018,Week 4 2018,Tuesday,0,January,Week 4,Tuesday4,0.0
2018-01-23,00:00:00.0,Public Transport,,,,,Expense,2018,January 2018,Week 4 2018,Tuesday,0,January,Week 4,Tuesday4,0.0
2018-01-23,00:00:00.0,Rent,,,,,Expense,2018,January 2018,Week 4 2018,Tuesday,0,January,Week 4,Tuesday4,0.0
2018-01-23,00:00:00.0,Utilities,,,,,Expense,2018,January 2018,Week 4 2018,Tuesday,0,January,Week 4,Tuesday4,0.0
2018-01-23,00:00:00.0,Clothing,,,,,Expense,2018,January 2018,Week 4 2018,Tuesday,0,January,Week 4,Tuesday4,0.0
2018-01-23,00:00:00.0,Holiday,,,,,Expense,2018,January 2018,Week 4 2018,Tuesday,0,January,Week 4,Tuesday4,0.0
2018-01-23,00:00:00.0,Technology,,,,,Expense,2018,January 2018,Week 4 2018,Tuesday,0,January,Week 4,Tuesday4,0.0
2018-01-23,00:00:00.0,Salary,,,,,Income,2018,January 2018,Week 4 2018,Tuesday,0,January,Week 4,Tuesday4,0.0
2018-01-23,00:00:00.0,Dividends,,,,,Income,2018,January 2018,Week 4 2018,Tuesday,0,January,Week 4,Tuesday4,0.0
2018-01-23,00:00:00.0,Gifts,,,,,Income,2018,January 2018,Week 4 2018,Tuesday,0,January,Week 4,Tuesday4,0.0
2018-01-23,00:00:00.0,Other,,,,,Income,2018,January 2018,Week 4 2018,Tuesday,0,January,Week 4,Tuesday4,0.0
2018-01-24,00:00:00.0,Food,,,,,Expense,2018,January 2018,Week 4 2018,Wednesday,0,January,Week 4,Wednesday4,0.0
2018-01-24,00:00:00.0,Public Transport,,,,,Expense,2018,January 2018,Week 4 2018,Wednesday,0,January,Week 4,Wednesday4,0.0
2018-01-24,00:00:00.0,Rent,,,,,Expense,2018,January 2018,Week 4 2018,Wednesday,0,January,Week 4,Wednesday4,0.0
2018-01-24,00:00:00.0,Utilities,,,,,Expense,2018,January 2018,Week 4 2018,Wednesday,0,January,Week 4,Wednesday4,0.0
2018-01-24,00:00:00.0,Clothing,,,,,Expense,2018,January 2018,Week 4 2018,Wednesday,0,January,Week 4,Wednesday4,0.0
2018-01-24,00:00:00.0,Holiday,,,,,Expense,2018,January 2018,Week 4 2018,Wednesday,0,January,Week 4,Wednesday4,0.0
2018-01-24,00:00:00.0,Technology,,,,,Expense,2018,January 2018,Week 4 2018,Wednesday,0,January,Week 4,Wednesday4,0.0
2018-01-24,00:00:00.0,Salary,,,,,Income,2018,January 2018,Week 4 2018,Wednesday,0,January,Week 4,Wednesday4,0.0
2018-01-24,00:00:00.0,Dividends,,,,,Income,2018,January 2018,Week 4 2018,Wednesday,0,January,Week 4,Wednesday4,0.0
